Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
891,Ca-2018-132934,2018-06-20,2018-06-26,Standard Class,Je-15475,Jeremy Ellison,Consumer,United States,New Rochelle,New York,10801,East,Off-Bi-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,51.312
892,Ca-2018-133256,2018-06-26,2018-06-27,First Class,Th-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,Off-Pa-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",4.54
893,Ca-2018-133256,2018-06-26,2018-06-27,First Class,Th-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,Off-Ar-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,15.92
894,Ca-2018-133256,2018-06-26,2018-06-27,First Class,Th-21550,Tracy Hopkins,Home Office,United States,Detroit,Michigan,48227,Central,Tec-Ph-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,543.92
895,Ca-2017-105494,2017-10-11,2017-12-11,First Class,Pc-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,Off-St-10002205,Office Supplies,Storage,File Shuttle I and Handi-File,155.82
896,Ca-2017-105494,2017-10-11,2017-12-11,First Class,Pc-18745,Pamela Coakley,Corporate,United States,San Francisco,California,94122,West,Off-Bi-10003364,Office Supplies,Binders,Binding Machine Supplies,70.008
897,Ca-2017-140634,2017-03-10,2017-06-10,Second Class,Hl-15040,Hunter Lopez,Consumer,United States,Houston,Texas,77095,Central,Off-En-10001099,Office Supplies,Envelopes,Staple envelope,15.648
898,Ca-2015-144407,2015-09-09,2015-09-15,Standard Class,Ms-17365,Maribeth Schnelling,Consumer,United States,Detroit,Michigan,48227,Central,Off-La-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,103.6
899,Ca-2018-160983,2018-10-29,2018-10-31,Second Class,Gb-14530,George Bell,Corporate,United States,Auburn,New York,13021,East,Off-Pa-10002250,Office Supplies,Paper,Things To Do Today Pad,46.96
900,Us-2017-114622,2017-10-04,2017-12-04,First Class,Jr-16210,Justin Ritter,Corporate,United States,Springfield,Ohio,45503,East,Off-Bi-10004716,Office Supplies,Binders,Wilson Jones Hanging Recycled Pressboard Data Binders,8.904
901,Ca-2018-150959,2018-11-11,2018-11-13,First Class,Td-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,Off-La-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,10.44
902,Ca-2018-150959,2018-11-11,2018-11-13,First Class,Td-20995,Tamara Dahlen,Consumer,United States,Garland,Texas,75043,Central,Off-Bi-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,18.336
903,Ca-2018-132353,2018-09-15,2018-09-17,First Class,Db-13060,Dave Brooks,Consumer,United States,Chicago,Illinois,60653,Central,Tec-Ph-10004536,Technology,Phones,Avaya 5420 Digital phone,323.976
904,Ca-2017-130477,2017-08-04,2017-12-04,Standard Class,Lc-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,Off-Pa-10002947,Office Supplies,Paper,Xerox 1923,20.04
905,Ca-2017-130477,2017-08-04,2017-12-04,Standard Class,Lc-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,Off-St-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,64.96
906,Ca-2017-130477,2017-08-04,2017-12-04,Standard Class,Lc-17140,Logan Currie,Consumer,United States,Los Angeles,California,90032,West,Off-Pa-10000019,Office Supplies,Paper,Xerox 1931,12.96
907,Ca-2018-143259,2018-12-30,2019-03-01,Standard Class,Po-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,Fur-Bo-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",323.136
908,Ca-2018-143259,2018-12-30,2019-03-01,Standard Class,Po-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,Tec-Ph-10004774,Technology,Phones,Gear Head AU3700S Headset,90.93
909,Ca-2018-143259,2018-12-30,2019-03-01,Standard Class,Po-18865,Patrick O'Donnell,Consumer,United States,New York City,New York,10009,East,Off-Bi-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,52.776
910,Ca-2018-137596,2018-02-09,2018-07-09,Standard Class,Be-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,Tec-Ph-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,1199.8
911,Ca-2018-137596,2018-02-09,2018-07-09,Standard Class,Be-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,Tec-Ac-10004666,Technology,Accessories,Maxell iVDR EX 500GB Cartridge,1928.78
912,Ca-2018-137596,2018-02-09,2018-07-09,Standard Class,Be-11335,Bill Eplett,Home Office,United States,Jackson,Michigan,49201,Central,Off-St-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,352.38
913,Ca-2016-133627,2016-05-31,2016-07-06,Standard Class,Sc-20050,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,Fur-Fu-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,22.2
914,Ca-2018-102519,2018-11-27,2018-11-29,First Class,Bm-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Fur-Fu-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94
915,Ca-2018-102519,2018-11-27,2018-11-29,First Class,Bm-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Tec-Ac-10001772,Technology,Accessories,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,143.73
916,Us-2015-141215,2015-06-15,2015-06-21,Standard Class,Kl-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,Fur-Ta-10001520,Furniture,Tables,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",99.918
917,Us-2015-141215,2015-06-15,2015-06-21,Standard Class,Kl-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,Fur-Ch-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,797.944
918,Us-2015-141215,2015-06-15,2015-06-21,Standard Class,Kl-16555,Kelly Lampkin,Corporate,United States,San Antonio,Texas,78207,Central,Off-Bi-10002706,Office Supplies,Binders,Avery Premier Heavy-Duty Binder with Round Locking Rings,8.568
919,Ca-2017-165218,2017-05-03,2017-11-03,Standard Class,Rw-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,Off-En-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,149.352
920,Ca-2017-165218,2017-05-03,2017-11-03,Standard Class,Rw-19630,Rob Williams,Corporate,United States,Dallas,Texas,75220,Central,Off-St-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,12.992
921,Ca-2015-138296,2015-05-12,2015-12-12,Standard Class,Rc-19825,Roy Collins,Consumer,United States,Alexandria,Virginia,22304,South,Off-St-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,24.56
925,Ca-2017-149797,2017-09-15,2017-09-20,Standard Class,Ah-10075,Adam Hart,Corporate,United States,New York City,New York,10011,East,Off-Bi-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,841.568
926,Ca-2015-132962,2015-09-13,2015-09-16,First Class,Jm-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Off-Pa-10003543,Office Supplies,Paper,Xerox 1985,15.552
927,Ca-2015-132962,2015-09-13,2015-09-16,First Class,Jm-15535,Jessica Myrick,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Tec-Ac-10004353,Technology,Accessories,Hypercom P1300 Pinpad,252.0
928,Ca-2016-115091,2016-05-10,2016-09-10,Standard Class,Jj-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,Off-Ar-10000658,Office Supplies,Art,Newell 324,46.2
929,Ca-2016-115091,2016-05-10,2016-09-10,Standard Class,Jj-15760,Joel Jenkins,Home Office,United States,Springfield,Virginia,22153,South,Off-Ap-10000696,Office Supplies,Appliances,Holmes Odor Grabber,28.84
930,Ca-2018-144932,2018-04-14,2018-04-17,First Class,Ab-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,Off-Ar-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592
931,Ca-2018-144932,2018-04-14,2018-04-17,First Class,Ab-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,Off-Ar-10001468,Office Supplies,Art,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",89.856
932,Ca-2018-144932,2018-04-14,2018-04-17,First Class,Ab-10165,Alan Barnes,Consumer,United States,Toledo,Ohio,43615,East,Off-Pa-10004971,Office Supplies,Paper,Xerox 196,13.872
933,Ca-2018-114216,2018-02-09,2018-06-09,Standard Class,Rk-19300,Ralph Kennedy,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Off-Pa-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",12.192
934,Ca-2017-140081,2017-06-20,2017-06-24,Standard Class,Cg-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Off-Pa-10001745,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",45.056
935,Ca-2017-140081,2017-06-20,2017-06-24,Standard Class,Cg-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Off-Bi-10004826,Office Supplies,Binders,JM Magazine Binder,29.718
936,Ca-2017-140081,2017-06-20,2017-06-24,Standard Class,Cg-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Off-Pa-10001870,Office Supplies,Paper,Xerox 202,15.552
937,Ca-2017-140081,2017-06-20,2017-06-24,Standard Class,Cg-12040,Catherine Glotzbach,Home Office,United States,Philadelphia,Pennsylvania,19120,East,Off-Ap-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,447.696
938,Us-2018-111745,2018-05-11,2018-06-11,First Class,Ra-19885,Ruben Ausman,Corporate,United States,Farmington,New Mexico,87401,West,Tec-Ac-10003911,Technology,Accessories,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,159.99
939,Ca-2016-148250,2016-12-13,2016-12-17,Standard Class,Rp-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,Off-Pa-10000289,Office Supplies,Paper,Xerox 213,12.96
940,Ca-2016-148250,2016-12-13,2016-12-17,Standard Class,Rp-19270,Rachel Payne,Corporate,United States,Riverside,California,92503,West,Off-Ap-10003040,Office Supplies,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,134.48
941,Ca-2017-105760,2017-06-19,2017-06-20,First Class,Kc-16255,Karen Carlisle,Corporate,United States,San Francisco,California,94110,West,Off-Pa-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",17.12
942,Ca-2017-142958,2017-12-13,2017-12-20,Standard Class,Rw-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,Off-Bi-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",6.096
943,Ca-2017-142958,2017-12-13,2017-12-20,Standard Class,Rw-19630,Rob Williams,Corporate,United States,Torrance,California,90503,West,Fur-Ta-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1114.272
947,Us-2016-140200,2016-07-26,2016-07-28,First Class,Ca-12775,Cynthia Arntzen,Consumer,United States,Mesa,Arizona,85204,West,Fur-Ta-10002356,Furniture,Tables,Bevis Boat-Shaped Conference Table,393.165
953,Ca-2018-131156,2018-03-04,2018-07-04,Standard Class,Kh-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Fur-Fu-10001940,Furniture,Furnishings,Staple-based wall hangings,25.472
954,Ca-2018-136539,2018-12-28,2019-01-01,Standard Class,Gh-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,Off-Ar-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,27.168
955,Ca-2018-136539,2018-12-28,2019-01-01,Standard Class,Gh-14665,Greg Hansen,Consumer,United States,Round Rock,Texas,78664,Central,Fur-Bo-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",78.8528
957,Ca-2018-102414,2018-05-15,2018-05-18,Second Class,Ja-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,Tec-Ph-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",29.592
958,Ca-2018-102414,2018-05-15,2018-05-18,Second Class,Ja-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,Off-Bi-10004465,Office Supplies,Binders,Avery Durable Slant Ring Binders,4.752
959,Ca-2018-102414,2018-05-15,2018-05-18,Second Class,Ja-15970,Joseph Airdo,Consumer,United States,Phoenix,Arizona,85023,West,Off-Pa-10002333,Office Supplies,Paper,"Universal Ultra Bright White Copier/Laser Paper, 8 1/2"" x 11"", Ream",15.552
960,Ca-2016-112571,2016-09-22,2016-09-22,Same Day,Dl-12925,Daniel Lacy,Consumer,United States,Oceanside,California,92054,West,Fur-Fu-10004188,Furniture,Furnishings,Luxo Professional Combination Clamp-On Lamps,204.6
961,Ca-2018-152142,2018-11-14,2018-11-19,Standard Class,Lw-16990,Lindsay Williams,Corporate,United States,San Francisco,California,94110,West,Fur-Ch-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568
963,Ca-2017-120859,2017-01-09,2017-04-09,First Class,Cv-12805,Cynthia Voltz,Corporate,United States,San Francisco,California,94110,West,Off-En-10001335,Office Supplies,Envelopes,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",21.88
964,Ca-2015-127488,2015-09-22,2015-09-24,Second Class,Ms-17365,Maribeth Schnelling,Consumer,United States,Boca Raton,Florida,33433,South,Off-La-10001613,Office Supplies,Labels,Avery File Folder Labels,4.608
965,Ca-2018-135279,2018-09-04,2018-11-04,First Class,Bs-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Off-La-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,9.82
966,Ca-2018-135279,2018-09-04,2018-11-04,First Class,Bs-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Off-Ar-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,35.97
967,Ca-2018-135279,2018-09-04,2018-11-04,First Class,Bs-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Off-Pa-10004621,Office Supplies,Paper,Xerox 212,12.96
968,Ca-2018-135279,2018-09-04,2018-11-04,First Class,Bs-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Off-Pa-10001281,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Fine Perforations,191.6
969,Ca-2018-135279,2018-09-04,2018-11-04,First Class,Bs-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Off-La-10001613,Office Supplies,Labels,Avery File Folder Labels,8.64
970,Ca-2018-135279,2018-09-04,2018-11-04,First Class,Bs-11800,Bryan Spruell,Home Office,United States,New York City,New York,10011,East,Off-St-10001097,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,501.81
971,Ca-2015-115791,2015-01-16,2015-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Fur-Fu-10001095,Furniture,Furnishings,DAX Black Cherry Wood-Tone Poster Frame,127.104
972,Ca-2015-115791,2015-01-16,2015-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Tec-Ph-10004614,Technology,Phones,AT&T 841000 Phone,124.2
973,Ca-2015-115791,2015-01-16,2015-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-Bi-10001575,Office Supplies,Binders,GBC Linen Binding Covers,18.588
974,Ca-2015-115791,2015-01-16,2015-01-18,Second Class,Dl-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-La-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,30.072
975,Us-2018-103247,2018-05-10,2018-08-10,Second Class,Po-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,Tec-Ph-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,160.93
976,Us-2018-103247,2018-05-10,2018-08-10,Second Class,Po-19195,Phillina Ober,Home Office,United States,New York City,New York,10011,East,Off-Bi-10004492,Office Supplies,Binders,Tuf-Vin Binders,75.792
978,Ca-2018-159366,2018-07-01,2018-10-01,First Class,Bw-11110,Bart Watters,Corporate,United States,Detroit,Michigan,48205,Central,Tec-Ma-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,3059.982
979,Ca-2017-145499,2017-05-30,2017-05-31,First Class,Rw-19690,Robert Waldorf,Consumer,United States,Wilmington,North Carolina,28403,South,Off-Bi-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282
980,Ca-2016-157035,2016-09-12,2016-12-12,First Class,Kb-16600,Ken Brennan,Corporate,United States,Columbus,Indiana,47201,Central,Off-Pa-10004156,Office Supplies,Paper,Xerox 188,34.02
981,Ca-2017-144939,2017-03-10,2017-08-10,Standard Class,Eb-13870,Emily Burns,Consumer,United States,New York City,New York,10035,East,Fur-Ch-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,599.292
982,Ca-2015-163419,2015-11-11,2015-11-14,Second Class,Tz-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Off-Ar-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",3.392
983,Ca-2015-163419,2015-11-11,2015-11-14,Second Class,Tz-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Tec-Ph-10000560,Technology,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),559.984
984,Ca-2015-163419,2015-11-11,2015-11-14,Second Class,Tz-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,Fur-Ch-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",603.92
988,Ca-2016-146829,2016-10-03,2016-10-03,Same Day,Ts-21340,Toby Swindell,Consumer,United States,Houston,Texas,77041,Central,Off-Bi-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,1.112
989,Ca-2018-167899,2018-05-21,2018-05-26,Standard Class,Jg-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,Fur-Fu-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,520.05
990,Ca-2018-167899,2018-05-21,2018-05-26,Standard Class,Jg-15805,John Grady,Corporate,United States,Auburn,New York,13021,East,Off-Ar-10001988,Office Supplies,Art,Bulldog Table or Wall-Mount Pencil Sharpener,17.97
991,Ca-2016-153549,2016-03-29,2016-03-31,Second Class,Sl-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,Fur-Ch-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,1166.92
992,Ca-2017-110023,2017-09-09,2017-11-09,First Class,Ts-21610,Troy Staebel,Consumer,United States,New York City,New York,10024,East,Off-Bi-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,14.624
993,Ca-2017-105585,2017-08-26,2017-08-27,First Class,Rf-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,Off-Fa-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,10.23
994,Ca-2017-105585,2017-08-26,2017-08-27,First Class,Rf-19735,Roland Fjeld,Consumer,United States,San Jose,California,95123,West,Off-Pa-10003625,Office Supplies,Paper,Xerox 1979,154.9
995,Ca-2015-117639,2015-05-21,2015-05-25,Standard Class,Mw-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,Off-Bi-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2715.93
996,Ca-2015-117639,2015-05-21,2015-05-25,Standard Class,Mw-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,Tec-Ph-10001530,Technology,Phones,Plantronics Voyager Pro Legend,617.97
1001,Ca-2017-155488,2017-11-13,2017-11-17,Standard Class,Fm-14290,Frank Merwin,Home Office,United States,Vancouver,Washington,98661,West,Off-Ar-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,44.02
1002,Ca-2016-124891,2016-07-31,2016-07-31,Same Day,Rh-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,Tec-Ac-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2309.65
1003,Ca-2016-124891,2016-07-31,2016-07-31,Same Day,Rh-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,Fur-Ta-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1090.782
1004,Ca-2016-124891,2016-07-31,2016-07-31,Same Day,Rh-19495,Rick Hansen,Consumer,United States,New York City,New York,10024,East,Off-Pa-10004621,Office Supplies,Paper,Xerox 212,19.44
1005,Ca-2016-126445,2016-08-27,2016-08-31,Standard Class,Ra-19945,Ryan Akin,Consumer,United States,Murrieta,California,92563,West,Off-St-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,484.65
1006,Ca-2016-111199,2016-11-13,2016-11-17,Standard Class,Jk-15730,Joe Kamberova,Consumer,United States,Jacksonville,North Carolina,28540,South,Off-Pa-10001790,Office Supplies,Paper,Xerox 1910,115.296
1007,Ca-2016-105312,2016-06-11,2016-09-11,First Class,Mt-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,Off-En-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7.08
1008,Ca-2016-105312,2016-06-11,2016-09-11,First Class,Mt-17815,Meg Tillman,Consumer,United States,Scottsdale,Arizona,85254,West,Off-Bi-10002049,Office Supplies,Binders,UniKeep View Case Binders,4.401
1009,Us-2018-106705,2018-12-26,2019-01-01,Standard Class,Po-18850,Patrick O'Brill,Consumer,United States,Burlington,Iowa,52601,Central,Off-Pa-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",44.75
1010,Ca-2018-135034,2018-01-08,2018-03-08,First Class,At-10735,Annie Thurman,Consumer,United States,Chicago,Illinois,60653,Central,Tec-Ph-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker,95.984
1011,Ca-2015-158540,2015-11-24,2015-11-26,First Class,Vg-21790,Vivek Gonzalez,Consumer,United States,San Diego,California,92037,West,Fur-Fu-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",151.72
1012,Ca-2018-118437,2018-06-17,2018-06-21,Second Class,Pf-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,Fur-Fu-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",155.25
1013,Ca-2018-118437,2018-06-17,2018-06-21,Second Class,Pf-19165,Philip Fox,Consumer,United States,Olympia,Washington,98502,West,Off-St-10003722,Office Supplies,Storage,Project Tote Personal File,14.03
1014,Us-2016-126214,2016-12-21,2016-12-24,Second Class,Js-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,Fur-Ta-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,1618.37
1015,Us-2016-126214,2016-12-21,2016-12-24,Second Class,Js-15880,John Stevenson,Consumer,United States,Seattle,Washington,98103,West,Tec-Ac-10003198,Technology,Accessories,Enermax Acrylux Wireless Keyboard,99.6
1016,Ca-2016-133025,2016-09-17,2016-09-19,Second Class,Mo-17800,Meg O'Connel,Home Office,United States,Los Angeles,California,90036,West,Off-Pa-10004100,Office Supplies,Paper,Xerox 216,32.4
1017,Ca-2016-108665,2016-06-07,2016-10-07,Standard Class,Km-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,Fur-Fu-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,13.96
1018,Ca-2016-108665,2016-06-07,2016-10-07,Standard Class,Km-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,Fur-Fu-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",155.82
1019,Ca-2016-108665,2016-06-07,2016-10-07,Standard Class,Km-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,Tec-Ph-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,124.95
1020,Ca-2016-108665,2016-06-07,2016-10-07,Standard Class,Km-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,Off-St-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart,601.65
1024,Ca-2016-167269,2016-06-16,2016-06-20,Standard Class,Pb-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Off-En-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.208
1025,Ca-2018-106964,2018-12-17,2018-12-20,First Class,Hr-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,Off-Bi-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.808
1034,Ca-2017-109820,2017-11-20,2017-11-22,First Class,Ag-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,Off-Pa-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.696
1035,Ca-2017-109820,2017-11-20,2017-11-22,First Class,Ag-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,Off-Bi-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.628
1036,Ca-2017-109820,2017-11-20,2017-11-22,First Class,Ag-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,Off-Bi-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.427
1037,Ca-2017-113061,2017-04-22,2017-04-26,Standard Class,El-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,Fur-Fu-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62
1038,Ca-2016-127418,2016-06-13,2016-06-14,First Class,Jj-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,Off-Bi-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.624
1039,Ca-2018-121818,2018-11-20,2018-11-21,First Class,Jh-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,Off-Ar-10000203,Office Supplies,Art,Newell 336,23.968
1040,Ca-2018-121818,2018-11-20,2018-11-21,First Class,Jh-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,Off-Ar-10004790,Office Supplies,Art,Staples in misc. colors,28.728
1041,Ca-2017-127670,2017-03-20,2017-03-24,Standard Class,Rd-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,Fur-Ta-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16
